tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2024-7297,Surbiton CH,Grass,32,C,20240603,286,208260,,,Zachary Svajda,R,175.0,USA,21.4,105554,2.0,,Daniel Evans,R,175.0,GBR,34.0,4-6 7-6(5) 6-3,3,R16,138.0,14.0,2.0,87.0,57.0,36.0,16.0,15.0,2.0,6.0,10.0,5.0,104.0,61.0,42.0,16.0,16.0,5.0,10.0,123.0,518.0,62.0,831.0
2024-7297,Surbiton CH,Grass,32,C,20240603,238,210136,6.0,,Mark Lajal,R,191.0,EST,21.0,132209,,WC,Daniel Little,R,188.0,GBR,27.0,6-3 6-2,3,Q1,71.0,6.0,2.0,57.0,38.0,29.0,12.0,9.0,4.0,4.0,6.0,2.0,48.0,21.0,15.0,14.0,8.0,4.0,7.0,213.0,288.0,1163.0,8.0
2024-7297,Surbiton CH,Grass,32,C,20240603,237,133835,10.0,,Gijs Brouwer,L,191.0,NED,28.2,208144,,Alt,Giles Hussey,L,185.0,GBR,27.0,6-3 6-4,3,Q1,77.0,3.0,1.0,55.0,37.0,26.0,12.0,10.0,0.0,2.0,1.0,3.0,69.0,38.0,23.0,13.0,9.0,4.0,8.0,241.0,256.0,353.0,142.0
2024-2873,Tyler CH,Hard,32,C,20240603,300,208389,,,James Trotter,R,183.0,JPN,24.8,200587,,,Brandon Holt,R,185.0,USA,26.1,6-2 7-6(3),3,F,88.0,9.0,2.0,54.0,31.0,29.0,15.0,10.0,0.0,0.0,7.0,0.0,71.0,45.0,29.0,14.0,10.0,4.0,6.0,371.0,132.0,299.0,182.0
2024-2873,Tyler CH,Hard,32,C,20240603,299,200587,,,Brandon Holt,R,185.0,USA,26.1,208119,8.0,,Liam Draxl,R,185.0,CAN,22.4,6-4 7-5,3,SF,107.0,8.0,0.0,68.0,46.0,31.0,12.0,11.0,6.0,8.0,2.0,4.0,75.0,50.0,28.0,13.0,11.0,4.0,8.0,299.0,182.0,263.0,220.0
2024-2873,Tyler CH,Hard,32,C,20240603,298,208389,,,James Trotter,R,183.0,JPN,24.8,209409,2.0,,Coleman Wong,R,191.0,HKG,19.9,6-2 4-6 7-6(4),3,SF,165.0,4.0,6.0,108.0,55.0,39.0,27.0,15.0,11.0,15.0,9.0,2.0,113.0,64.0,43.0,21.0,15.0,9.0,14.0,371.0,132.0,181.0,340.0
2024-2873,Tyler CH,Hard,32,C,20240603,297,200587,,,Brandon Holt,R,185.0,USA,26.1,200008,1.0,,Alexis Galarneau,R,180.0,CAN,25.2,3-6 6-3 6-1,3,QF,136.0,5.0,4.0,89.0,57.0,37.0,15.0,12.0,8.0,10.0,5.0,4.0,78.0,41.0,26.0,18.0,13.0,4.0,9.0,299.0,182.0,153.0,399.0
2024-2873,Tyler CH,Hard,32,C,20240603,296,208119,8.0,,Liam Draxl,R,185.0,CAN,22.4,111805,3.0,,Seong Chan Hong,R,175.0,KOR,26.9,6-2 6-2,3,QF,82.0,1.0,2.0,63.0,38.0,25.0,17.0,8.0,5.0,5.0,4.0,0.0,49.0,34.0,19.0,6.0,8.0,0.0,4.0,263.0,220.0,191.0,320.0
2024-2873,Tyler CH,Hard,32,C,20240603,295,208389,,,James Trotter,R,183.0,JPN,24.8,209406,6.0,,Abedallah Shelbayh,L,180.0,JOR,20.5,6-2 7-5,3,QF,90.0,10.0,4.0,70.0,40.0,33.0,14.0,10.0,7.0,8.0,3.0,1.0,53.0,32.0,21.0,10.0,10.0,1.0,5.0,371.0,132.0,248.0,245.0
2024-2873,Tyler CH,Hard,32,C,20240603,294,209409,2.0,,Coleman Wong,R,191.0,HKG,19.9,210319,,Q,Ethan Quinn,R,191.0,USA,20.2,6-2 6-2,3,QF,72.0,6.0,2.0,50.0,28.0,24.0,10.0,8.0,0.0,0.0,0.0,3.0,53.0,27.0,18.0,10.0,8.0,4.0,8.0,181.0,340.0,252.0,239.0
2024-2873,Tyler CH,Hard,32,C,20240603,293,200008,1.0,,Alexis Galarneau,R,180.0,CAN,25.2,126555,,,Tung Lin Wu,R,188.0,TPE,26.0,7-6(1) 6-1,3,R16,106.0,5.0,4.0,61.0,31.0,24.0,13.0,10.0,2.0,5.0,2.0,4.0,71.0,49.0,25.0,8.0,9.0,8.0,13.0,153.0,399.0,273.0,209.0
2024-7297,Surbiton CH,Grass,32,C,20240603,275,209857,,Alt,Leandro Riedi,R,191.0,SUI,22.3,208502,,,Dominic Stricker,L,183.0,SUI,21.7,7-5 6-3,3,R32,85.0,6.0,2.0,71.0,49.0,36.0,15.0,11.0,5.0,5.0,6.0,4.0,69.0,40.0,31.0,11.0,10.0,6.0,8.0,151.0,414.0,143.0,443.0
2024-7297,Surbiton CH,Grass,32,C,20240603,274,200647,,Alt,Sho Shimabukuro,R,180.0,JPN,26.8,200325,3.0,,Emil Ruusuvuori,R,188.0,FIN,25.1,6-3 6-4,3,R32,72.0,8.0,1.0,66.0,44.0,38.0,9.0,10.0,2.0,2.0,2.0,3.0,50.0,30.0,23.0,10.0,9.0,2.0,4.0,223.0,277.0,67.0,783.0
2024-7297,Surbiton CH,Grass,32,C,20240603,273,206909,6.0,,Brandon Nakashima,R,188.0,USA,22.8,208233,,Alt,Mattia Bellucci,L,175.0,ITA,22.9,6-7(4) 7-5 7-6(4),3,R32,175.0,17.0,2.0,124.0,84.0,63.0,26.0,18.0,6.0,6.0,16.0,11.0,138.0,80.0,64.0,27.0,18.0,8.0,9.0,84.0,700.0,173.0,349.0
2024-7297,Surbiton CH,Grass,32,C,20240603,272,211663,,,Joao Fonseca,R,185.0,BRA,17.7,106378,,Q,Kyle Edmund,R,188.0,GBR,29.3,6-2 6-1,3,R32,61.0,8.0,2.0,43.0,26.0,19.0,12.0,7.0,4.0,4.0,1.0,4.0,53.0,28.0,14.0,10.0,8.0,3.0,8.0,230.0,267.0,496.0,85.0
2024-7297,Surbiton CH,Grass,32,C,20240603,271,208260,,,Zachary Svajda,R,175.0,USA,21.4,133835,,Q,Gijs Brouwer,L,191.0,NED,28.2,6-1 1-6 7-6(4),3,R32,102.0,3.0,3.0,93.0,59.0,44.0,14.0,13.0,7.0,10.0,5.0,2.0,87.0,64.0,41.0,13.0,13.0,4.0,7.0,123.0,518.0,241.0,256.0
2024-7297,Surbiton CH,Grass,32,C,20240603,270,105554,2.0,,Daniel Evans,R,175.0,GBR,34.0,200443,,,Adam Walton,R,183.0,AUS,25.1,6-4 5-7 7-6(8),3,R32,143.0,12.0,4.0,95.0,57.0,53.0,20.0,17.0,0.0,1.0,16.0,1.0,108.0,76.0,58.0,17.0,17.0,1.0,2.0,62.0,831.0,96.0,635.0
2024-2873,Tyler CH,Hard,32,C,20240603,286,209409,2.0,,Coleman Wong,R,191.0,HKG,19.9,111578,,Alt,Stefan Kozlov,R,183.0,USA,26.3,4-6 6-4 4-1 RET,3,R16,171.0,7.0,3.0,81.0,49.0,35.0,15.0,12.0,3.0,5.0,2.0,8.0,90.0,54.0,35.0,16.0,13.0,8.0,12.0,181.0,340.0,454.0,97.0
2024-2873,Tyler CH,Hard,32,C,20240603,285,200008,1.0,,Alexis Galarneau,R,180.0,CAN,25.2,211790,,WC,Rudy Quan,U,,USA,18.2,6-2 7-5,3,R32,83.0,5.0,0.0,58.0,34.0,26.0,12.0,10.0,4.0,6.0,3.0,3.0,60.0,31.0,17.0,13.0,10.0,4.0,9.0,153.0,399.0,1145.0,8.0
2024-2873,Tyler CH,Hard,32,C,20240603,284,126555,,,Tung Lin Wu,R,188.0,TPE,26.0,106290,,Q,Filip Peliwo,R,180.0,POL,30.3,7-5 6-2,3,R32,92.0,3.0,1.0,59.0,36.0,22.0,12.0,10.0,5.0,8.0,3.0,1.0,53.0,26.0,12.0,11.0,10.0,3.0,9.0,273.0,209.0,468.0,93.0
2024-2873,Tyler CH,Hard,32,C,20240603,283,200587,,,Brandon Holt,R,185.0,USA,26.1,126208,,Alt,Yusuke Takahashi,R,170.0,JPN,26.6,6-2 5-7 6-1,3,R32,136.0,1.0,1.0,90.0,57.0,39.0,16.0,14.0,6.0,10.0,1.0,3.0,85.0,49.0,23.0,17.0,13.0,5.0,12.0,299.0,182.0,467.0,93.0
2024-2873,Tyler CH,Hard,32,C,20240603,282,106283,7.0,,Mitchell Krueger,R,188.0,USA,30.3,126177,,Q,Strong Kirchheimer,R,185.0,USA,29.0,6-3 6-1,3,R32,81.0,4.0,0.0,52.0,31.0,26.0,12.0,8.0,6.0,6.0,4.0,2.0,55.0,28.0,18.0,12.0,8.0,7.0,11.0,251.0,240.0,498.0,85.0
2024-2873,Tyler CH,Hard,32,C,20240603,281,111805,3.0,,Seong Chan Hong,R,175.0,KOR,26.9,200748,,,Andres Andrade,R,180.0,ECU,25.4,6-2 2-6 7-6(1),3,R32,153.0,1.0,5.0,92.0,49.0,39.0,18.0,14.0,7.0,11.0,4.0,6.0,106.0,56.0,37.0,22.0,14.0,8.0,12.0,191.0,320.0,323.0,160.0
2024-2873,Tyler CH,Hard,32,C,20240603,280,124014,,Q,Ernesto Escobedo,R,185.0,MEX,27.8,200711,,,Nicolas Mejia,R,183.0,COL,24.2,6-7(4) 6-3 6-3,3,R32,181.0,2.0,6.0,92.0,48.0,29.0,28.0,15.0,6.0,10.0,8.0,3.0,102.0,56.0,40.0,12.0,15.0,8.0,15.0,481.0,88.0,266.0,218.0
2024-2873,Tyler CH,Hard,32,C,20240603,279,202122,,,Yuta Shimizu,L,163.0,JPN,24.9,208854,,,Aidan Mayo,R,183.0,USA,21.0,6-4 6-2,3,R32,85.0,2.0,6.0,72.0,43.0,31.0,11.0,9.0,5.0,7.0,1.0,4.0,62.0,36.0,20.0,10.0,9.0,5.0,10.0,265.0,219.0,285.0,194.0
2024-2873,Tyler CH,Hard,32,C,20240603,278,208119,8.0,,Liam Draxl,R,185.0,CAN,22.4,111436,,,Nick Chappell,L,178.0,USA,31.6,6-1 6-4,3,R32,68.0,3.0,1.0,52.0,38.0,27.0,9.0,9.0,5.0,6.0,4.0,3.0,41.0,16.0,9.0,12.0,8.0,0.0,4.0,263.0,220.0,441.0,104.0
2024-2873,Tyler CH,Hard,32,C,20240603,277,209406,6.0,,Abedallah Shelbayh,L,180.0,JOR,20.5,106368,,,Ramkumar Ramanathan,R,188.0,IND,29.5,7-5 6-1,3,R32,77.0,10.0,5.0,61.0,34.0,28.0,16.0,10.0,4.0,4.0,4.0,2.0,51.0,26.0,19.0,11.0,9.0,2.0,5.0,248.0,245.0,329.0,157.0
2024-7297,Surbiton CH,Grass,32,C,20240603,244,202346,,WC,Ben Jones,R,193.0,GBR,26.0,117360,3.0,,Marc Polmans,R,188.0,AUS,27.0,3-6 6-1 6-4,3,Q1,108.0,10.0,4.0,79.0,57.0,43.0,11.0,13.0,2.0,3.0,11.0,2.0,79.0,52.0,38.0,13.0,13.0,5.0,8.0,930.0,17.0,200.0,303.0
2024-7297,Surbiton CH,Grass,32,C,20240603,243,106109,9.0,,Alex Bolt,L,183.0,AUS,31.3,210522,,WC,William Jansen,L,188.0,GBR,19.4,7-6(3) 6-2,3,Q1,92.0,6.0,3.0,77.0,51.0,32.0,15.0,10.0,7.0,9.0,3.0,2.0,66.0,45.0,28.0,8.0,10.0,7.0,11.0,240.0,257.0,1473.0,3.0
2024-7297,Surbiton CH,Grass,32,C,20240603,242,117357,4.0,,Omar Jasika,L,183.0,AUS,27.0,207171,,Alt,Hamish Stewart,R,193.0,GBR,24.8,3-6 6-4 6-4,3,Q1,102.0,1.0,4.0,77.0,55.0,39.0,12.0,15.0,1.0,4.0,7.0,5.0,88.0,66.0,43.0,12.0,14.0,3.0,6.0,206.0,295.0,490.0,87.0
2024-7297,Surbiton CH,Grass,32,C,20240603,241,206703,,Alt,Paul Jubb,R,180.0,GBR,24.5,200277,12.0,,Charles Broom,R,178.0,GBR,26.0,6-2 6-4,3,Q1,86.0,2.0,5.0,66.0,35.0,27.0,16.0,9.0,6.0,7.0,2.0,2.0,61.0,37.0,23.0,9.0,9.0,6.0,10.0,308.0,174.0,284.0,195.0
2024-7297,Surbiton CH,Grass,32,C,20240603,240,106378,,Alt,Kyle Edmund,R,188.0,GBR,29.3,111454,5.0,,Li Tu,R,183.0,AUS,28.0,6-1 7-6(4),3,Q1,76.0,6.0,3.0,62.0,37.0,30.0,18.0,10.0,2.0,2.0,5.0,2.0,55.0,37.0,26.0,11.0,9.0,0.0,2.0,496.0,85.0,211.0,289.0
2024-7297,Surbiton CH,Grass,32,C,20240603,239,126106,7.0,,Ryan Peniston,L,180.0,GBR,28.5,106291,,,Luke Saville,R,188.0,AUS,30.3,6-3 6-1,3,Q1,77.0,2.0,3.0,50.0,29.0,18.0,11.0,8.0,4.0,6.0,1.0,6.0,49.0,22.0,12.0,8.0,8.0,2.0,8.0,215.0,283.0,322.0,164.0
2024-2873,Tyler CH,Hard,32,C,20240603,270,209409,2.0,,Coleman Wong,R,191.0,HKG,19.9,207992,,,Cannon Kingsley,R,188.0,USA,23.0,7-5 6-4,3,R32,99.0,9.0,2.0,61.0,33.0,27.0,16.0,11.0,4.0,5.0,3.0,5.0,77.0,48.0,31.0,13.0,11.0,11.0,14.0,181.0,340.0,413.0,113.0
2024-2873,Tyler CH,Hard,32,C,20240603,254,210319,1.0,,Ethan Quinn,R,191.0,USA,20.2,126206,12.0,,Alex Rybakov,L,185.0,USA,27.3,2-6 6-2 7-6(2),3,Q2,145.0,1.0,6.0,100.0,67.0,48.0,16.0,14.0,3.0,5.0,3.0,6.0,90.0,55.0,38.0,19.0,14.0,5.0,7.0,252.0,239.0,579.0,63.0
2024-2873,Tyler CH,Hard,32,C,20240603,253,207728,,,Moerani Bouzige,R,180.0,AUS,24.8,202333,,,Keegan Smith,R,201.0,USA,25.9,6-4 6-4,3,Q2,84.0,7.0,2.0,57.0,32.0,26.0,17.0,10.0,1.0,1.0,8.0,1.0,66.0,49.0,36.0,7.0,10.0,3.0,5.0,599.0,61.0,595.0,61.0
2024-2873,Tyler CH,Hard,32,C,20240603,252,126177,9.0,,Strong Kirchheimer,R,185.0,USA,29.0,209863,3.0,,Leo Borg,R,183.0,SWE,21.0,6-4 6-2,3,Q2,93.0,4.0,1.0,49.0,28.0,22.0,13.0,9.0,2.0,3.0,6.0,3.0,72.0,50.0,28.0,10.0,9.0,9.0,13.0,498.0,85.0,464.0,93.0
2024-2873,Tyler CH,Hard,32,C,20240603,251,106290,4.0,,Filip Peliwo,R,180.0,POL,30.3,207777,,WC,Ilgiz Valiev,L,,RUS,24.7,6-2 5-7 6-4,3,Q2,156.0,1.0,4.0,100.0,66.0,44.0,18.0,15.0,6.0,9.0,3.0,5.0,100.0,59.0,38.0,19.0,15.0,8.0,13.0,468.0,93.0,,
2024-2873,Tyler CH,Hard,32,C,20240603,250,124014,7.0,,Ernesto Escobedo,R,185.0,MEX,27.8,210318,5.0,,Andre Ilagan,L,173.0,USA,23.5,4-6 6-4 6-3,3,Q2,135.0,8.0,4.0,103.0,61.0,46.0,23.0,15.0,6.0,7.0,7.0,5.0,77.0,54.0,40.0,12.0,14.0,1.0,3.0,481.0,88.0,470.0,92.0
2024-2873,Tyler CH,Hard,32,C,20240603,249,132052,10.0,,Christian Langmo,R,191.0,USA,27.9,124040,6.0,,Colin Sinclair,R,188.0,NMI,29.4,7-6(4) 6-3,3,Q2,94.0,11.0,2.0,69.0,39.0,32.0,17.0,11.0,2.0,3.0,6.0,4.0,68.0,46.0,32.0,9.0,10.0,3.0,5.0,510.0,80.0,476.0,90.0
2024-2873,Tyler CH,Hard,32,C,20240603,248,210319,1.0,,Ethan Quinn,R,191.0,USA,20.2,208117,,WC,Adam Neff,R,183.0,USA,22.9,6-4 6-7(5) 6-3,3,Q1,154.0,9.0,8.0,105.0,67.0,50.0,20.0,16.0,7.0,8.0,13.0,2.0,106.0,56.0,37.0,26.0,15.0,13.0,16.0,252.0,239.0,834.0,24.0
2024-2873,Tyler CH,Hard,32,C,20240603,247,126206,12.0,,Alex Rybakov,L,185.0,USA,27.3,208051,,Alt,Axel Nefve,L,193.0,USA,23.8,3-6 6-3 3-0 RET,3,Q1,98.0,5.0,4.0,70.0,47.0,34.0,11.0,11.0,1.0,3.0,4.0,5.0,62.0,44.0,28.0,9.0,10.0,0.0,3.0,579.0,63.0,756.0,34.0
2024-2873,Tyler CH,Hard,32,C,20240603,246,202333,,,Keegan Smith,R,201.0,USA,25.9,124154,2.0,,Sasi Kumar Mukund,R,185.0,IND,27.3,6-4 7-5,3,Q1,102.0,13.0,3.0,69.0,49.0,40.0,9.0,11.0,4.0,5.0,4.0,6.0,86.0,58.0,37.0,12.0,11.0,9.0,12.0,595.0,61.0,461.0,95.0
2024-2873,Tyler CH,Hard,32,C,20240603,292,200587,,,Brandon Holt,R,185.0,USA,26.1,106283,7.0,,Mitchell Krueger,R,188.0,USA,30.3,1-6 7-6(4) 7-6(4),3,R16,168.0,6.0,2.0,106.0,61.0,40.0,24.0,15.0,5.0,10.0,9.0,4.0,118.0,69.0,47.0,26.0,16.0,4.0,7.0,299.0,182.0,251.0,240.0
2024-2873,Tyler CH,Hard,32,C,20240603,291,111805,3.0,,Seong Chan Hong,R,175.0,KOR,26.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,27.8,3-6 6-4 6-2,3,R16,158.0,13.0,3.0,82.0,49.0,38.0,16.0,13.0,6.0,8.0,0.0,6.0,101.0,56.0,37.0,24.0,14.0,7.0,11.0,191.0,320.0,481.0,88.0
2024-2873,Tyler CH,Hard,32,C,20240603,290,208119,8.0,,Liam Draxl,R,185.0,CAN,22.4,202122,,,Yuta Shimizu,L,163.0,JPN,24.9,6-7(7) 7-5 6-0,3,R16,180.0,1.0,4.0,110.0,63.0,39.0,21.0,15.0,9.0,14.0,3.0,8.0,92.0,51.0,28.0,15.0,15.0,4.0,13.0,263.0,220.0,265.0,219.0
2024-2873,Tyler CH,Hard,32,C,20240603,289,209406,6.0,,Abedallah Shelbayh,L,180.0,JOR,20.5,210044,,WC,Bruno Kuzuhara,R,175.0,USA,20.1,6-2 6-3,3,R16,72.0,5.0,4.0,52.0,29.0,22.0,15.0,9.0,2.0,3.0,0.0,5.0,50.0,36.0,22.0,3.0,8.0,3.0,7.0,248.0,245.0,436.0,106.0
2024-2873,Tyler CH,Hard,32,C,20240603,288,208389,,,James Trotter,R,183.0,JPN,24.8,132052,,Q,Christian Langmo,R,191.0,USA,27.9,6-3 6-4,3,R16,98.0,8.0,4.0,55.0,36.0,31.0,11.0,10.0,1.0,1.0,6.0,5.0,67.0,34.0,24.0,18.0,9.0,7.0,9.0,371.0,132.0,510.0,80.0
2024-2873,Tyler CH,Hard,32,C,20240603,287,210319,,Q,Ethan Quinn,R,191.0,USA,20.2,105655,,,Hiroki Moriya,R,168.0,JPN,33.6,7-6(5) 7-5,3,R16,140.0,2.0,2.0,78.0,50.0,30.0,18.0,12.0,4.0,7.0,3.0,6.0,98.0,45.0,35.0,20.0,12.0,7.0,11.0,252.0,239.0,334.0,154.0
2024-2873,Tyler CH,Hard,32,C,20240603,239,124014,7.0,,Ernesto Escobedo,R,185.0,MEX,27.8,210474,,,Alexander Frusina,R,180.0,USA,18.4,6-1 6-4,3,Q1,76.0,5.0,2.0,48.0,33.0,24.0,10.0,9.0,0.0,1.0,5.0,4.0,50.0,24.0,16.0,9.0,8.0,4.0,8.0,481.0,88.0,1284.0,5.0
2024-2873,Tyler CH,Hard,32,C,20240603,238,124040,6.0,,Colin Sinclair,R,188.0,NMI,29.4,209326,,WC,Murphy Cassone,R,188.0,USA,21.7,6-4 7-5,3,Q1,87.0,13.0,3.0,69.0,48.0,40.0,8.0,11.0,1.0,1.0,10.0,5.0,61.0,33.0,27.0,13.0,11.0,3.0,5.0,476.0,90.0,872.0,21.0
2024-2873,Tyler CH,Hard,32,C,20240603,237,132052,10.0,,Christian Langmo,R,191.0,USA,27.9,210743,,WC,Pranav Kumar,R,175.0,USA,24.7,6-3 6-4,3,Q1,75.0,13.0,3.0,54.0,23.0,22.0,19.0,10.0,1.0,1.0,4.0,8.0,58.0,29.0,21.0,15.0,9.0,3.0,5.0,510.0,80.0,1621.0,2.0
2024-9500,Zagreb CH,Clay,32,C,20240603,300,106000,1.0,,Damir Dzumhur,R,175.0,BIH,32.0,210053,,WC,Luka Mikrut,R,188.0,CRO,20.1,7-5 6-0,3,F,87.0,0.0,1.0,56.0,44.0,30.0,9.0,9.0,2.0,3.0,2.0,1.0,53.0,28.0,13.0,10.0,9.0,2.0,7.0,128.0,505.0,509.0,80.0
2024-9500,Zagreb CH,Clay,32,C,20240603,299,106000,1.0,,Damir Dzumhur,R,175.0,BIH,32.0,106177,3.0,,Oriol Roca Batalla,R,175.0,ESP,31.0,4-6 6-4 6-4,3,SF,152.0,0.0,1.0,96.0,73.0,46.0,12.0,15.0,8.0,12.0,3.0,1.0,90.0,55.0,35.0,18.0,15.0,7.0,12.0,128.0,505.0,164.0,365.0
2024-9500,Zagreb CH,Clay,32,C,20240603,298,210053,,WC,Luka Mikrut,R,188.0,CRO,20.1,212063,,WC,Matej Dodig,R,188.0,CRO,18.8,6-7(4) 6-2 6-2,3,SF,149.0,9.0,1.0,84.0,44.0,36.0,24.0,14.0,1.0,2.0,0.0,2.0,100.0,63.0,40.0,17.0,14.0,10.0,15.0,509.0,80.0,359.0,138.0
2024-9500,Zagreb CH,Clay,32,C,20240603,297,106000,1.0,,Damir Dzumhur,R,175.0,BIH,32.0,200572,7.0,,Nick Hardt,R,185.0,DOM,23.6,6-3 6-4,3,QF,92.0,1.0,0.0,59.0,52.0,34.0,4.0,10.0,1.0,3.0,0.0,7.0,62.0,34.0,20.0,11.0,9.0,2.0,6.0,128.0,505.0,193.0,309.0
2024-9500,Zagreb CH,Clay,32,C,20240603,296,106177,3.0,,Oriol Roca Batalla,R,175.0,ESP,31.0,133872,,,Enrico Dalla Valle,R,196.0,ITA,26.1,6-3 6-2,3,QF,85.0,2.0,0.0,48.0,30.0,24.0,10.0,9.0,1.0,2.0,0.0,1.0,54.0,34.0,17.0,10.0,8.0,4.0,8.0,164.0,365.0,254.0,236.0
2024-9500,Zagreb CH,Clay,32,C,20240603,295,212063,,WC,Matej Dodig,R,188.0,CRO,18.8,122078,,,Dmitry Popko,R,191.0,KAZ,27.5,7-5 4-6 6-4,3,QF,167.0,3.0,4.0,109.0,79.0,55.0,14.0,16.0,3.0,6.0,8.0,1.0,108.0,52.0,35.0,32.0,16.0,6.0,10.0,359.0,138.0,244.0,251.0
2024-9500,Zagreb CH,Clay,32,C,20240603,294,210053,,WC,Luka Mikrut,R,188.0,CRO,20.1,210202,,,Rodrigo Pacheco Mendez,L,188.0,MEX,19.0,6-3 2-6 7-5,3,QF,157.0,8.0,5.0,111.0,62.0,41.0,22.0,15.0,11.0,16.0,1.0,6.0,94.0,65.0,43.0,10.0,14.0,6.0,11.0,509.0,80.0,455.0,97.0
2024-2873,Tyler CH,Hard,32,C,20240603,276,210044,,WC,Bruno Kuzuhara,R,175.0,USA,20.1,207728,,Q,Moerani Bouzige,R,180.0,AUS,24.8,6-7(6) 7-6(7) 6-3,3,R32,191.0,5.0,8.0,138.0,91.0,60.0,20.0,17.0,14.0,19.0,5.0,12.0,120.0,56.0,40.0,27.0,16.0,5.0,11.0,436.0,106.0,599.0,61.0
2024-2873,Tyler CH,Hard,32,C,20240603,275,208389,,,James Trotter,R,183.0,JPN,24.8,212216,,WC,Trevor Svajda,R,175.0,USA,18.1,6-4 7-6(5),3,R32,107.0,9.0,5.0,66.0,39.0,32.0,13.0,11.0,1.0,3.0,4.0,3.0,81.0,42.0,28.0,17.0,11.0,5.0,8.0,371.0,132.0,732.0,36.0
2024-2873,Tyler CH,Hard,32,C,20240603,274,132052,,Q,Christian Langmo,R,191.0,USA,27.9,200318,4.0,,Yu Hsiou Hsu,R,178.0,TPE,25.1,7-6(4) 6-2,3,R32,115.0,4.0,6.0,76.0,40.0,34.0,17.0,10.0,5.0,6.0,4.0,9.0,87.0,48.0,32.0,18.0,10.0,12.0,15.0,510.0,80.0,229.0,267.0
2024-2873,Tyler CH,Hard,32,C,20240603,273,210319,,Q,Ethan Quinn,R,191.0,USA,20.2,209863,,LL,Leo Borg,R,183.0,SWE,21.0,4-6 6-2 6-2,3,R32,124.0,4.0,4.0,84.0,51.0,37.0,15.0,13.0,7.0,10.0,1.0,6.0,87.0,53.0,30.0,16.0,13.0,4.0,10.0,252.0,239.0,464.0,93.0
2024-2873,Tyler CH,Hard,32,C,20240603,272,105655,,,Hiroki Moriya,R,168.0,JPN,33.6,111515,,,Thai Son Kwiatkowski,R,188.0,USA,29.2,7-5 1-0 RET,3,R32,69.0,1.0,2.0,38.0,16.0,11.0,11.0,7.0,1.0,4.0,1.0,2.0,38.0,25.0,11.0,4.0,6.0,2.0,6.0,334.0,154.0,271.0,210.0
2024-2873,Tyler CH,Hard,32,C,20240603,271,111578,,Alt,Stefan Kozlov,R,183.0,USA,26.3,209080,,,Blaise Bicknell,R,191.0,JAM,22.4,6-3 6-3,3,R32,95.0,1.0,2.0,56.0,42.0,29.0,8.0,9.0,6.0,7.0,1.0,7.0,67.0,44.0,27.0,7.0,9.0,5.0,9.0,454.0,97.0,306.0,174.0
2024-9500,Zagreb CH,Clay,32,C,20240603,287,210053,,WC,Luka Mikrut,R,188.0,CRO,20.1,210012,8.0,,Henrique Rocha,R,180.0,POR,20.1,6-3 6-2,3,R16,85.0,3.0,5.0,63.0,27.0,19.0,20.0,9.0,3.0,4.0,2.0,2.0,40.0,21.0,14.0,6.0,8.0,1.0,5.0,509.0,80.0,203.0,299.0
2024-9500,Zagreb CH,Clay,32,C,20240603,286,210202,,,Rodrigo Pacheco Mendez,L,188.0,MEX,19.0,111505,,,Enzo Couacaud,R,183.0,FRA,29.2,6-7(1) 7-5 6-2,3,R16,159.0,4.0,3.0,104.0,64.0,36.0,22.0,16.0,3.0,8.0,19.0,7.0,109.0,60.0,41.0,16.0,16.0,8.0,16.0,455.0,97.0,208.0,294.0
2024-9500,Zagreb CH,Clay,32,C,20240603,285,106000,1.0,,Damir Dzumhur,R,175.0,BIH,32.0,122554,,,David Jorda Sanchis,R,198.0,ESP,29.9,5-7 6-4 6-2,3,R32,156.0,0.0,5.0,102.0,68.0,44.0,16.0,15.0,8.0,12.0,1.0,2.0,87.0,43.0,27.0,20.0,15.0,5.0,11.0,128.0,505.0,324.0,160.0
2024-9500,Zagreb CH,Clay,32,C,20240603,284,123983,,,Nerman Fatic,R,191.0,BIH,29.5,202090,,,Adrian Andreev,R,175.0,BUL,23.0,6-1 0-0 RET,3,R32,31.0,0.0,0.0,21.0,13.0,10.0,6.0,3.0,2.0,2.0,0.0,0.0,21.0,8.0,4.0,4.0,4.0,1.0,4.0,220.0,281.0,235.0,264.0
2024-9500,Zagreb CH,Clay,32,C,20240603,283,207231,,Q,Mathys Erhard,R,188.0,FRA,22.5,209405,,,Daniel Rincon,L,185.0,ESP,21.3,7-5 6-2,3,R32,81.0,3.0,2.0,55.0,39.0,27.0,10.0,10.0,1.0,2.0,4.0,3.0,57.0,35.0,19.0,13.0,10.0,5.0,9.0,349.0,144.0,236.0,262.0
