tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-9678,Buenos Aires CH,Clay,32,C,20220103,279,208363,,,Mariano Navone,R,178.0,ARG,20.8,126183,,Alt,Mariano Kestelboim,R,185.0,ARG,25.9,7-5 5-3 RET,3,R32,106.0,1.0,7.0,65.0,34.0,21.0,12.0,10.0,6.0,11.0,0.0,8.0,71.0,38.0,24.0,9.0,10.0,7.0,14.0,561.0,57.0,586.0,52.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,280,106380,,,Gonzalo Villanueva,R,175.0,ARG,26.9,207793,,Q,Alec Deckers,R,193.0,NED,21.6,7-6(2) 6-4,3,R32,110.0,1.0,2.0,75.0,57.0,39.0,9.0,11.0,3.0,5.0,10.0,7.0,83.0,39.0,31.0,18.0,11.0,3.0,6.0,436.0,88.0,975.0,13.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,281,144821,3.0,,Genaro Alberto Olivieri,R,175.0,ARG,23.4,134457,,,Nicolas Moreno De Alboran,R,185.0,USA,24.4,6-4 5-7 6-2,3,R32,146.0,1.0,3.0,98.0,73.0,47.0,9.0,15.0,6.0,11.0,2.0,4.0,90.0,55.0,35.0,12.0,15.0,5.0,12.0,313.0,167.0,348.0,134.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,282,202197,6.0,,Carlos Gimeno Valero,R,191.0,ESP,20.5,208262,,,Alejo Lorenzo Lingua Lavallen,L,175.0,ARG,20.8,6-4 1-6 6-3,3,R32,123.0,0.0,18.0,79.0,37.0,25.0,16.0,13.0,5.0,12.0,2.0,5.0,82.0,56.0,26.0,13.0,13.0,6.0,13.0,329.0,152.0,555.0,58.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,283,208882,,,Roman Andres Burruchaga,R,183.0,ARG,19.9,210412,,WC,Juan Manuel La Serna,L,188.0,ARG,17.9,6-1 7-6(5),3,R32,93.0,2.0,7.0,66.0,43.0,27.0,9.0,10.0,1.0,5.0,0.0,7.0,62.0,39.0,16.0,10.0,9.0,8.0,14.0,577.0,53.0,,
2022-9680,Forli 1 CH,Hard,32,C,20220103,270,105649,2.0,,Cedrik Marcel Stebe,L,183.0,GER,31.2,200247,,Q,Alexandar Lazarov,R,191.0,BUL,24.1,7-6(3) 6-3,3,R32,85.0,3.0,2.0,65.0,46.0,33.0,10.0,11.0,4.0,7.0,3.0,4.0,71.0,45.0,25.0,13.0,10.0,4.0,8.0,227.0,282.0,405.0,101.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,271,109699,,,Julian Lenz,R,188.0,GER,28.8,200318,,Alt,Yu Hsiou Hsu,R,178.0,TPE,22.7,6-4 6-4,3,R32,74.0,7.0,0.0,48.0,38.0,31.0,5.0,10.0,0.0,1.0,8.0,3.0,64.0,43.0,29.0,10.0,10.0,7.0,10.0,300.0,176.0,362.0,123.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,286,144973,2.0,,Santiago Fa Rodriguez Taverna,R,191.0,ARG,22.4,122536,,,Juan Pablo Paz,R,173.0,ARG,26.9,7-5 7-6(5),3,R16,125.0,5.0,1.0,82.0,51.0,36.0,17.0,12.0,5.0,8.0,1.0,8.0,111.0,60.0,38.0,24.0,12.0,14.0,18.0,302.0,175.0,442.0,86.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,287,106292,5.0,,Hernan Casanova,R,178.0,ARG,27.9,111511,,,Noah Rubin,R,175.0,USA,25.8,6-3 2-6 6-2,3,R16,111.0,1.0,2.0,69.0,52.0,39.0,8.0,13.0,3.0,6.0,4.0,3.0,80.0,51.0,34.0,10.0,12.0,9.0,13.0,325.0,155.0,391.0,107.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,288,106174,4.0,,Gonzalo Lama,R,180.0,CHI,28.6,208913,,,Juan Bautista Torres,R,178.0,ARG,19.7,3-6 6-3 6-3,3,R16,133.0,1.0,5.0,91.0,51.0,30.0,19.0,14.0,3.0,8.0,1.0,7.0,83.0,55.0,35.0,8.0,13.0,7.0,13.0,322.0,158.0,487.0,74.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,289,105700,,Q,Jose Pereira,R,180.0,BRA,30.9,144870,,Q,Federico Agustin Gomez,R,191.0,ARG,25.1,6-4 6-3,3,R16,83.0,2.0,2.0,63.0,48.0,29.0,9.0,10.0,1.0,4.0,3.0,5.0,59.0,30.0,20.0,8.0,9.0,4.0,9.0,648.0,41.0,947.0,14.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,290,207680,7.0,,Facundo Diaz Acosta,L,183.0,ARG,21.0,208363,,,Mariano Navone,R,178.0,ARG,20.8,6-3 6-2,3,R16,92.0,1.0,3.0,58.0,31.0,21.0,15.0,9.0,5.0,7.0,0.0,6.0,47.0,26.0,11.0,9.0,8.0,5.0,10.0,338.0,144.0,561.0,57.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,291,106380,,,Gonzalo Villanueva,R,175.0,ARG,26.9,144821,3.0,,Genaro Alberto Olivieri,R,175.0,ARG,23.4,6-4 6-1,3,R16,103.0,1.0,2.0,76.0,51.0,32.0,12.0,8.0,10.0,11.0,3.0,1.0,62.0,32.0,16.0,14.0,9.0,3.0,8.0,436.0,88.0,313.0,167.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,278,106187,,Q,Denis Yevseyev,R,188.0,KAZ,28.6,123819,6.0,,Goncalo Oliveira,L,185.0,VEN,26.8,6-4 6-4,3,R32,79.0,5.0,0.0,65.0,37.0,26.0,14.0,10.0,5.0,7.0,1.0,1.0,61.0,40.0,24.0,10.0,10.0,4.0,8.0,403.0,104.0,282.0,200.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,293,123961,,Q,Murkel Alejandro Dellien Velasco,R,193.0,BOL,24.2,106164,,Q,Tomas Lipovsek Puches,R,183.0,ARG,28.7,6-1 6-1,3,R16,53.0,0.0,3.0,38.0,24.0,20.0,7.0,7.0,1.0,2.0,0.0,6.0,39.0,25.0,12.0,3.0,7.0,3.0,9.0,905.0,16.0,708.0,34.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,294,144973,2.0,,Santiago Fa Rodriguez Taverna,R,191.0,ARG,22.4,106292,5.0,,Hernan Casanova,R,178.0,ARG,27.9,7-5 6-4,3,QF,103.0,4.0,4.0,76.0,41.0,28.0,20.0,11.0,5.0,7.0,1.0,3.0,77.0,58.0,33.0,10.0,11.0,7.0,11.0,302.0,175.0,325.0,155.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,295,106174,4.0,,Gonzalo Lama,R,180.0,CHI,28.6,105700,,Q,Jose Pereira,R,180.0,BRA,30.9,6-7(1) 6-1 6-4,3,QF,148.0,2.0,3.0,98.0,56.0,39.0,24.0,15.0,4.0,6.0,1.0,0.0,89.0,73.0,44.0,10.0,14.0,7.0,12.0,322.0,158.0,648.0,41.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,296,207680,7.0,,Facundo Diaz Acosta,L,183.0,ARG,21.0,106380,,,Gonzalo Villanueva,R,175.0,ARG,26.9,6-3 6-2,3,QF,86.0,2.0,4.0,57.0,31.0,23.0,12.0,9.0,6.0,8.0,2.0,2.0,55.0,31.0,12.0,13.0,8.0,6.0,11.0,338.0,144.0,436.0,88.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,297,123961,,Q,Murkel Alejandro Dellien Velasco,R,193.0,BOL,24.2,208882,,,Roman Andres Burruchaga,R,183.0,ARG,19.9,6-3 6-1,3,QF,72.0,1.0,1.0,43.0,21.0,18.0,14.0,8.0,0.0,0.0,0.0,3.0,52.0,37.0,21.0,6.0,8.0,3.0,7.0,905.0,16.0,577.0,53.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,298,144973,2.0,,Santiago Fa Rodriguez Taverna,R,191.0,ARG,22.4,106174,4.0,,Gonzalo Lama,R,180.0,CHI,28.6,6-1 6-3,3,SF,77.0,5.0,1.0,52.0,33.0,26.0,13.0,8.0,1.0,1.0,1.0,3.0,66.0,37.0,21.0,13.0,8.0,7.0,11.0,302.0,175.0,322.0,158.0
2022-9678,Buenos Aires CH,Clay,32,C,20220103,299,207680,7.0,,Facundo Diaz Acosta,L,183.0,ARG,21.0,123961,,Q,Murkel Alejandro Dellien Velasco,R,193.0,BOL,24.2,6-3 6-1,3,SF,86.0,0.0,2.0,53.0,26.0,21.0,12.0,8.0,3.0,4.0,2.0,2.0,46.0,21.0,12.0,6.0,8.0,6.0,11.0,338.0,144.0,905.0,16.0
2022-7841,Bendigo CH,Hard,64,C,20220103,297,106162,,,Franco Agamenone,R,191.0,ITA,28.7,122078,11.0,,Dmitry Popko,R,191.0,KAZ,25.1,6-4 6-2,3,QF,82.0,2.0,0.0,56.0,43.0,33.0,7.0,9.0,4.0,4.0,2.0,5.0,61.0,32.0,23.0,12.0,9.0,4.0,7.0,201.0,323.0,180.0,369.0
2022-7841,Bendigo CH,Hard,64,C,20220103,298,124014,8.0,,Ernesto Escobedo,R,185.0,MEX,25.5,106099,5.0,,Salvatore Caruso,R,185.0,ITA,29.0,6-3 6-1,3,SF,80.0,4.0,3.0,61.0,33.0,27.0,15.0,8.0,3.0,3.0,0.0,3.0,53.0,36.0,22.0,6.0,8.0,4.0,8.0,164.0,422.0,157.0,436.0
2022-7841,Bendigo CH,Hard,64,C,20220103,299,111505,10.0,,Enzo Couacaud,R,183.0,FRA,26.8,106162,,,Franco Agamenone,R,191.0,ITA,28.7,6-1 6-7(6) 6-4,3,SF,138.0,8.0,5.0,98.0,50.0,39.0,28.0,15.0,2.0,3.0,1.0,2.0,111.0,74.0,53.0,13.0,14.0,1.0,5.0,179.0,370.0,201.0,323.0
2022-7841,Bendigo CH,Hard,64,C,20220103,300,124014,8.0,,Ernesto Escobedo,R,185.0,MEX,25.5,111505,10.0,,Enzo Couacaud,R,183.0,FRA,26.8,5-7 6-3 7-5,3,F,156.0,10.0,0.0,112.0,86.0,61.0,13.0,17.0,8.0,10.0,13.0,5.0,123.0,70.0,51.0,24.0,16.0,4.0,7.0,164.0,422.0,179.0,370.0
2022-7841,Bendigo CH,Hard,64,C,20220103,281,111460,4.0,,Quentin Halys,R,191.0,FRA,25.1,111581,,,Michael Mmoh,R,188.0,USA,23.9,7-6(5) 3-6 6-3,3,R32,145.0,11.0,8.0,88.0,54.0,42.0,15.0,15.0,2.0,5.0,9.0,5.0,122.0,78.0,53.0,17.0,15.0,7.0,10.0,151.0,448.0,239.0,263.0
2022-7841,Bendigo CH,Hard,64,C,20220103,282,207925,,,Flavio Cobolli,R,183.0,ITA,19.6,111578,7.0,,Stefan Kozlov,R,183.0,USA,23.9,6-4 3-6 6-1,3,R32,113.0,7.0,0.0,76.0,46.0,24.0,17.0,13.0,6.0,12.0,2.0,6.0,77.0,44.0,19.0,14.0,13.0,6.0,14.0,205.0,321.0,159.0,434.0
2022-7841,Bendigo CH,Hard,64,C,20220103,283,122078,11.0,,Dmitry Popko,R,191.0,KAZ,25.1,105806,,,Mirza Basic,R,188.0,BIH,30.4,6-2 6-3,3,R32,75.0,7.0,2.0,53.0,30.0,25.0,12.0,8.0,6.0,6.0,3.0,2.0,56.0,30.0,19.0,11.0,9.0,5.0,9.0,180.0,369.0,233.0,276.0
2022-7841,Bendigo CH,Hard,64,C,20220103,284,106162,,,Franco Agamenone,R,191.0,ITA,28.7,105952,15.0,,Renzo Olivo,R,178.0,ARG,29.8,6-4 6-2,3,R32,91.0,2.0,5.0,63.0,42.0,33.0,9.0,9.0,4.0,5.0,2.0,4.0,62.0,42.0,22.0,9.0,9.0,1.0,5.0,201.0,323.0,189.0,351.0
2022-7841,Bendigo CH,Hard,64,C,20220103,285,104897,,,Matthias Bachinger,R,188.0,GER,34.7,110748,1.0,,Nikola Milojevic,R,188.0,SRB,26.5,6-2 6-1,3,R32,59.0,4.0,2.0,47.0,28.0,22.0,10.0,8.0,0.0,1.0,1.0,3.0,38.0,20.0,9.0,5.0,7.0,1.0,6.0,234.0,273.0,138.0,506.0
2022-7841,Bendigo CH,Hard,64,C,20220103,286,200240,,,Vit Kopriva,R,178.0,CZE,24.5,106057,,,Facundo Mena,R,183.0,ARG,29.2,7-6(11) 4-6 6-3,3,R16,156.0,11.0,4.0,95.0,54.0,42.0,25.0,16.0,1.0,3.0,12.0,3.0,107.0,62.0,50.0,20.0,15.0,11.0,13.0,198.0,333.0,209.0,308.0
2022-7841,Bendigo CH,Hard,64,C,20220103,287,124014,8.0,,Ernesto Escobedo,R,185.0,MEX,25.5,105359,9.0,,Jason Jung,R,180.0,TPE,32.5,6-2 4-6 6-2,3,R16,118.0,11.0,1.0,76.0,50.0,39.0,16.0,13.0,0.0,1.0,6.0,4.0,82.0,52.0,34.0,13.0,13.0,4.0,8.0,164.0,422.0,178.0,379.0
2022-7841,Bendigo CH,Hard,64,C,20220103,288,126409,3.0,,Hugo Grenier,R,196.0,FRA,25.7,200267,16.0,,Zizou Bergs,R,185.0,BEL,22.5,6-0 5-7 7-6(5),3,R16,142.0,12.0,2.0,96.0,56.0,48.0,21.0,15.0,4.0,5.0,4.0,3.0,96.0,62.0,44.0,18.0,15.0,5.0,8.0,150.0,450.0,192.0,348.0
2022-7841,Bendigo CH,Hard,64,C,20220103,289,106099,5.0,,Salvatore Caruso,R,185.0,ITA,29.0,105671,,,Gastao Elias,R,180.0,POR,31.1,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,157.0,436.0,217.0,296.0
2022-7841,Bendigo CH,Hard,64,C,20220103,290,111505,10.0,,Enzo Couacaud,R,183.0,FRA,26.8,105341,,,Thomas Fabbiano,R,173.0,ITA,32.6,7-5 3-6 6-4,3,R16,143.0,13.0,5.0,90.0,46.0,31.0,18.0,15.0,2.0,8.0,2.0,3.0,104.0,71.0,40.0,16.0,16.0,8.0,15.0,179.0,370.0,204.0,321.0
2022-7841,Bendigo CH,Hard,64,C,20220103,291,111460,4.0,,Quentin Halys,R,191.0,FRA,25.1,106288,,,Mathias Bourgue,R,188.0,FRA,27.9,6-2 6-4,3,R16,91.0,4.0,2.0,52.0,28.0,22.0,12.0,9.0,1.0,2.0,2.0,3.0,70.0,45.0,28.0,9.0,9.0,10.0,14.0,151.0,448.0,211.0,303.0
2022-7841,Bendigo CH,Hard,64,C,20220103,292,122078,11.0,,Dmitry Popko,R,191.0,KAZ,25.1,207925,,,Flavio Cobolli,R,183.0,ITA,19.6,6-3 7-5,3,R16,82.0,3.0,0.0,54.0,25.0,21.0,21.0,11.0,1.0,2.0,2.0,5.0,61.0,36.0,27.0,10.0,10.0,1.0,4.0,180.0,369.0,205.0,321.0
2022-7841,Bendigo CH,Hard,64,C,20220103,293,106162,,,Franco Agamenone,R,191.0,ITA,28.7,104897,,,Matthias Bachinger,R,188.0,GER,34.7,6-4 6-4,3,R16,66.0,3.0,1.0,47.0,30.0,22.0,14.0,10.0,0.0,1.0,3.0,1.0,53.0,29.0,21.0,11.0,10.0,2.0,5.0,201.0,323.0,234.0,273.0
2022-7841,Bendigo CH,Hard,64,C,20220103,294,124014,8.0,,Ernesto Escobedo,R,185.0,MEX,25.5,200240,,,Vit Kopriva,R,178.0,CZE,24.5,6-3 6-7(2) 7-6(2),3,QF,160.0,12.0,4.0,114.0,74.0,57.0,18.0,17.0,6.0,8.0,18.0,4.0,107.0,61.0,45.0,23.0,16.0,7.0,10.0,164.0,422.0,198.0,333.0
2022-7841,Bendigo CH,Hard,64,C,20220103,295,106099,5.0,,Salvatore Caruso,R,185.0,ITA,29.0,126409,3.0,,Hugo Grenier,R,196.0,FRA,25.7,4-6 7-6(5) 4-0 RET,3,QF,145.0,3.0,3.0,85.0,46.0,35.0,23.0,13.0,4.0,6.0,10.0,7.0,87.0,54.0,38.0,12.0,13.0,4.0,7.0,157.0,436.0,150.0,450.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,288,106328,3.0,,Christian Harrison,R,180.0,USA,27.6,106072,,,Alexey Vatutin,R,178.0,RUS,29.1,6-0 2-6 6-2,3,R16,91.0,10.0,1.0,66.0,40.0,31.0,12.0,11.0,6.0,8.0,1.0,1.0,56.0,30.0,18.0,13.0,11.0,3.0,8.0,256.0,240.0,339.0,144.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,289,208134,,,Luca Nardi,R,185.0,ITA,18.4,145001,8.0,,Evan Furness,R,173.0,FRA,23.3,6-7(5) 6-4 6-1,3,R16,119.0,10.0,4.0,87.0,50.0,40.0,22.0,14.0,2.0,2.0,9.0,1.0,97.0,67.0,41.0,17.0,15.0,3.0,7.0,364.0,121.0,290.0,186.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,290,124154,,Q,Sasi Kumar Mukund,R,185.0,IND,24.9,106187,,Q,Denis Yevseyev,R,188.0,KAZ,28.6,6-3 6-2,3,R16,66.0,4.0,1.0,53.0,31.0,24.0,13.0,9.0,4.0,5.0,4.0,3.0,47.0,34.0,19.0,6.0,8.0,5.0,9.0,414.0,99.0,403.0,104.0
2022-7841,Bendigo CH,Hard,64,C,20220103,270,200240,,,Vit Kopriva,R,178.0,CZE,24.5,117356,2.0,,Cem Ilkel,R,185.0,TUR,26.3,7-6(4) 6-3,3,R32,94.0,5.0,1.0,66.0,35.0,31.0,22.0,11.0,3.0,3.0,3.0,1.0,64.0,37.0,31.0,12.0,10.0,6.0,7.0,198.0,333.0,144.0,468.0
2022-7841,Bendigo CH,Hard,64,C,20220103,271,106057,,,Facundo Mena,R,183.0,ARG,29.2,106220,14.0,,Dimitar Kuzmanov,R,183.0,BUL,28.4,7-6(7) 6-4,3,R32,129.0,3.0,1.0,79.0,43.0,32.0,22.0,11.0,2.0,3.0,4.0,3.0,83.0,51.0,37.0,15.0,11.0,2.0,4.0,209.0,308.0,187.0,355.0
2022-7841,Bendigo CH,Hard,64,C,20220103,272,105359,9.0,,Jason Jung,R,180.0,TPE,32.5,200116,,,Camilo Ugo Carabelli,R,185.0,ARG,22.5,7-6(6) 7-6(1),3,R32,138.0,4.0,4.0,96.0,61.0,41.0,15.0,12.0,5.0,9.0,4.0,3.0,90.0,59.0,39.0,11.0,12.0,9.0,13.0,178.0,379.0,213.0,301.0
2022-7841,Bendigo CH,Hard,64,C,20220103,273,124014,8.0,,Ernesto Escobedo,R,185.0,MEX,25.5,105477,,,Marco Trungelliti,R,178.0,ARG,31.9,6-1 6-1,3,R32,50.0,9.0,2.0,35.0,21.0,18.0,10.0,7.0,0.0,0.0,4.0,7.0,43.0,24.0,12.0,6.0,7.0,0.0,5.0,164.0,422.0,199.0,330.0
2022-7841,Bendigo CH,Hard,64,C,20220103,274,126409,3.0,,Hugo Grenier,R,196.0,FRA,25.7,105841,,,Lorenzo Giustino,R,180.0,ITA,30.3,7-6(5) 6-0,3,R32,88.0,8.0,4.0,54.0,34.0,32.0,11.0,9.0,2.0,2.0,3.0,8.0,79.0,44.0,31.0,14.0,9.0,5.0,8.0,150.0,450.0,207.0,316.0
2022-7841,Bendigo CH,Hard,64,C,20220103,275,200267,16.0,,Zizou Bergs,R,185.0,BEL,22.5,103708,,Q,Jaroslav Pospisil,R,175.0,CZE,40.8,6-1 7-6(4),3,R32,95.0,7.0,1.0,61.0,39.0,30.0,15.0,10.0,0.0,0.0,6.0,1.0,66.0,40.0,24.0,15.0,9.0,3.0,5.0,192.0,348.0,793.0,24.0
2022-7841,Bendigo CH,Hard,64,C,20220103,276,105671,,,Gastao Elias,R,180.0,POR,31.1,105641,12.0,,Blaz Rola,L,193.0,SLO,31.2,6-4 3-6 6-3,3,R32,122.0,3.0,2.0,80.0,43.0,35.0,22.0,14.0,3.0,4.0,5.0,1.0,91.0,57.0,39.0,21.0,14.0,6.0,8.0,217.0,296.0,181.0,368.0
2022-7841,Bendigo CH,Hard,64,C,20220103,277,106099,5.0,,Salvatore Caruso,R,185.0,ITA,29.0,124186,,,Alexandre Muller,R,183.0,FRA,24.9,2-6 6-2 6-1,3,R32,122.0,5.0,3.0,82.0,53.0,30.0,18.0,12.0,9.0,13.0,3.0,4.0,69.0,42.0,22.0,11.0,11.0,6.0,12.0,157.0,436.0,224.0,288.0
2022-7841,Bendigo CH,Hard,64,C,20220103,278,105341,,,Thomas Fabbiano,R,173.0,ITA,32.6,106000,6.0,,Damir Dzumhur,R,175.0,BIH,29.6,6-4 6-4,3,R32,83.0,0.0,1.0,59.0,37.0,23.0,14.0,10.0,2.0,4.0,3.0,4.0,71.0,43.0,25.0,13.0,10.0,3.0,7.0,204.0,321.0,158.0,436.0
2022-7841,Bendigo CH,Hard,64,C,20220103,279,111505,10.0,,Enzo Couacaud,R,183.0,FRA,26.8,106044,,,Nicolas Kicker,R,178.0,ARG,29.3,6-7(1) 6-4 6-4,3,R32,165.0,15.0,1.0,101.0,60.0,42.0,18.0,16.0,5.0,9.0,1.0,3.0,101.0,71.0,44.0,13.0,16.0,4.0,10.0,179.0,370.0,216.0,297.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,291,200611,,Q,Elliot Benchetrit,R,193.0,MAR,23.2,126555,4.0,,Tung Lin Wu,R,188.0,TPE,23.6,7-6(1) 6-3,3,R16,90.0,8.0,2.0,71.0,47.0,37.0,12.0,10.0,6.0,7.0,2.0,0.0,68.0,52.0,37.0,4.0,11.0,3.0,6.0,344.0,137.0,270.0,214.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,292,200436,7.0,,Zsombor Piros,R,180.0,HUN,22.2,202398,,Q,Michael Vrbensky,R,180.0,CZE,22.0,6-2 6-3,3,R16,83.0,5.0,2.0,50.0,38.0,27.0,7.0,8.0,1.0,2.0,2.0,2.0,67.0,39.0,25.0,7.0,9.0,8.0,13.0,288.0,191.0,372.0,116.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,293,126652,1.0,,Jay Clarke,R,183.0,GBR,23.4,202420,,,Aidan Mchugh,R,180.0,GBR,21.4,7-6(6) 7-6(6),3,R16,141.0,3.0,2.0,83.0,51.0,36.0,21.0,12.0,1.0,2.0,0.0,3.0,88.0,50.0,35.0,20.0,12.0,3.0,4.0,215.0,297.0,340.0,143.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,295,208134,,,Luca Nardi,R,185.0,ITA,18.4,106328,3.0,,Christian Harrison,R,180.0,USA,27.6,1-6 7-5 6-2,3,QF,116.0,5.0,3.0,75.0,42.0,31.0,16.0,14.0,2.0,6.0,7.0,5.0,94.0,60.0,39.0,13.0,13.0,12.0,16.0,364.0,121.0,256.0,240.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,296,124154,,Q,Sasi Kumar Mukund,R,185.0,IND,24.9,200611,,Q,Elliot Benchetrit,R,193.0,MAR,23.2,6-3 7-6(5),3,QF,109.0,7.0,1.0,70.0,36.0,29.0,19.0,11.0,0.0,1.0,5.0,4.0,88.0,50.0,36.0,16.0,10.0,8.0,10.0,414.0,99.0,344.0,137.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,297,200436,7.0,,Zsombor Piros,R,180.0,HUN,22.2,126652,1.0,,Jay Clarke,R,183.0,GBR,23.4,6-3 6-3,3,QF,64.0,6.0,2.0,50.0,27.0,21.0,13.0,9.0,3.0,4.0,2.0,3.0,51.0,28.0,18.0,10.0,9.0,4.0,8.0,288.0,191.0,215.0,297.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,286,105649,2.0,,Cedrik Marcel Stebe,L,183.0,GER,31.2,109699,,,Julian Lenz,R,188.0,GER,28.8,6-2 7-6(2),3,R16,97.0,1.0,3.0,62.0,36.0,27.0,17.0,10.0,3.0,4.0,4.0,3.0,71.0,40.0,24.0,15.0,10.0,5.0,8.0,227.0,282.0,300.0,176.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,287,206553,,WC,Luca Potenza,R,,ITA,21.4,111190,,,Zhizhen Zhang,R,193.0,CHN,25.2,7-5 6-4,3,R16,92.0,11.0,2.0,72.0,43.0,32.0,19.0,11.0,2.0,2.0,12.0,3.0,77.0,48.0,35.0,13.0,11.0,7.0,9.0,559.0,57.0,321.0,160.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,238,105060,6.0,,Aldin Setkic,R,191.0,BIH,34.0,200329,,,Remy Bertola,R,175.0,SUI,23.3,4-6 7-5 6-4,3,Q1,156.0,4.0,3.0,105.0,77.0,47.0,15.0,16.0,9.0,13.0,7.0,9.0,109.0,57.0,43.0,21.0,16.0,6.0,11.0,400.0,106.0,569.0,55.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,239,106187,7.0,,Denis Yevseyev,R,188.0,KAZ,28.6,121411,,,Moez Echargui,R,178.0,TUN,28.9,7-5 6-1,3,Q1,84.0,1.0,1.0,63.0,31.0,23.0,21.0,10.0,3.0,3.0,0.0,5.0,61.0,28.0,20.0,16.0,9.0,5.0,8.0,403.0,104.0,562.0,57.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,240,110618,5.0,,Elmar Ejupovic,R,193.0,GER,28.9,105697,,,Marco Bortolotti,R,173.0,ITA,30.9,6-3 6-2,3,Q1,66.0,3.0,0.0,50.0,29.0,24.0,14.0,9.0,3.0,3.0,2.0,1.0,43.0,25.0,14.0,11.0,8.0,1.0,4.0,397.0,106.0,752.0,29.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,241,202440,,Alt,Marco Miceli,R,,ITA,23.1,200255,12.0,,Alexander Weis,R,188.0,ITA,24.6,4-6 7-6(2) 6-0,3,Q1,108.0,0.0,3.0,79.0,63.0,44.0,5.0,14.0,0.0,4.0,2.0,9.0,95.0,53.0,32.0,19.0,14.0,5.0,11.0,763.0,28.0,491.0,73.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,244,202090,3.0,,Adrian Andreev,R,175.0,BUL,20.6,106169,,Alt,Vladyslav Manafov,L,,UKR,28.7,6-3 6-2,3,Q1,68.0,12.0,1.0,49.0,31.0,27.0,11.0,9.0,0.0,0.0,5.0,6.0,62.0,29.0,16.0,17.0,8.0,6.0,9.0,365.0,121.0,591.0,51.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,245,124154,9.0,,Sasi Kumar Mukund,R,185.0,IND,24.9,126609,,,Patrik Niklas Salminen,L,188.0,FIN,24.8,6-3 6-4,3,Q1,70.0,5.0,0.0,51.0,30.0,22.0,16.0,10.0,1.0,2.0,7.0,6.0,50.0,22.0,16.0,12.0,9.0,0.0,3.0,414.0,99.0,599.0,49.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,294,105649,2.0,,Cedrik Marcel Stebe,L,183.0,GER,31.2,206553,,WC,Luca Potenza,R,,ITA,21.4,7-5 6-3,3,QF,96.0,7.0,1.0,60.0,43.0,32.0,9.0,11.0,1.0,3.0,2.0,5.0,73.0,40.0,27.0,12.0,10.0,5.0,9.0,227.0,282.0,559.0,57.0
2022-9680,Forli 1 CH,Hard,32,C,20220103,248,200611,1.0,,Elliot Benchetrit,R,193.0,MAR,23.2,208233,,,Mattia Bellucci,L,175.0,ITA,20.5,6-3 6-4,3,Q1,89.0,6.0,2.0,63.0,37.0,26.0,16.0,10.0,2.0,3.0,3.0,4.0,63.0,35.0,21.0,15.0,9.0,4.0,7.0,344.0,137.0,681.0,37.0
