year,tournament,surface,ace_pct,speed
2008,Miami Masters,Hard,10.9,1.09
2008,Vienna,Hard,9.7,1.08
2008,Poertschach,Clay,8.2,1.07
2008,Dubai,Hard,11.6,1.06
2008,Australian Open,Hard,9.8,1.04
2008,Rotterdam,Hard,11.9,1.03
2008,Costa Do Sauipe,Clay,7.7,1.03
2008,Masters Cup,Hard,8.4,1.02
2008,Moscow,Hard,7.2,1.0
2008,Acapulco,Clay,8.1,0.99
2008,Stuttgart,Clay,8.9,0.99
2008,Vina del Mar,Clay,6.5,0.99
2008,Beijing Olympics,Hard,9.3,0.98
2008,Las Vegas,Hard,9.5,0.96
2008,New Haven,Hard,9.0,0.95
2008,Casablanca,Clay,8.4,0.94
2008,Doha,Hard,8.0,0.91
2008,Delray Beach,Hard,9.6,0.9
2008,Auckland,Hard,7.5,0.89
2008,Canada Masters,Hard,9.0,0.89
2008,Los Angeles,Hard,10.4,0.89
2008,Munich,Clay,8.2,0.87
2008,Sydney,Hard,8.3,0.86
2008,Warsaw,Clay,5.2,0.85
2008,Dusseldorf,Clay,8.3,0.83
2008,Indian Wells Masters,Hard,7.7,0.81
2008,Kitzbuhel,Clay,6.1,0.8
2008,Bucharest,Clay,6.2,0.79
2008,Amersfoort,Clay,6.6,0.79
2008,Bastad,Clay,6.9,0.78
2008,Roland Garros,Clay,7.1,0.75
2008,Barcelona,Clay,5.9,0.73
2008,Newport,Grass,4.9,0.72
2008,Buenos Aires,Clay,5.1,0.67
2008,Hamburg Masters,Clay,6.6,0.66
2008,Rome Masters,Clay,6.5,0.65
2008,Houston,Clay,5.4,0.63
2008,Valencia,Clay,4.5,0.54
2008,Monte Carlo Masters,Clay,5.3,0.53
2008,Estoril,Clay,4.7,0.52
2008,Umag,Clay,3.6,0.51
2009,Marseille,Hard,13.5,1.47
2009,Basel,Hard,14.9,1.44
2009,Tokyo,Hard,12.7,1.42
2009,Moscow,Hard,10.2,1.42
2009,Paris Masters,Hard,13.3,1.41
2009,s Hertogenbosch,Grass,9.4,1.34
2009,Lyon,Hard,14.0,1.3
2009,Metz,Hard,14.5,1.3
2009,Wimbledon,Grass,12.9,1.3
2009,Rotterdam,Hard,11.6,1.29
2009,Newport,Grass,8.8,1.27
2009,Memphis,Hard,14.0,1.27
2009,Cincinnati Masters,Hard,12.2,1.2
2009,Vienna,Hard,13.0,1.2
2009,Bangkok,Hard,11.7,1.18
2009,Tour Finals,Hard,10.7,1.18
2009,Johannesburg,Hard,10.2,1.17
2009,Dubai,Hard,8.4,1.17
2009,Queen's Club,Grass,14.0,1.15
2009,Indianapolis,Hard,13.9,1.15
2009,Canada Masters,Hard,10.9,1.13
2009,San Jose,Hard,17.6,1.11
2009,Eastbourne,Grass,10.1,1.09
2009,Halle,Grass,10.0,1.09
2009,New Haven,Hard,9.9,1.05
2009,Stockholm,Hard,10.0,1.05
2009,Shanghai Masters,Hard,10.5,1.05
2009,Washington,Hard,12.7,1.02
2009,Auckland,Hard,11.7,1.01
2009,Beijing,Hard,10.4,1.01
2009,Kitzbuhel,Clay,5.8,1.01
2009,Australian Open,Hard,9.5,1.01
2009,Chennai,Hard,7.9,0.98
2009,US Open,Hard,10.2,0.98
2009,Zagreb,Hard,11.0,0.97
2009,Miami Masters,Hard,9.1,0.95
2009,Indian Wells Masters,Hard,9.9,0.95
2009,Sydney,Hard,10.6,0.95
2009,Kuala Lumpur,Hard,8.8,0.95
2009,Gstaad,Clay,9.0,0.94
2009,Acapulco,Clay,7.0,0.92
2009,Valencia,Hard,7.3,0.91
2009,Stuttgart,Clay,7.7,0.91
2009,Casablanca,Clay,6.5,0.9
2009,Brisbane,Hard,10.6,0.89
2009,Bucharest,Clay,4.8,0.86
2009,St. Petersburg,Hard,8.6,0.85
2009,Doha,Hard,8.6,0.84
2009,Barcelona,Clay,5.7,0.84
2009,Roland Garros,Clay,7.9,0.83
2009,Delray Beach,Hard,9.7,0.83
2009,Los Angeles,Hard,8.6,0.79
2009,Costa Do Sauipe,Clay,6.1,0.78
2009,Umag,Clay,5.6,0.76
2009,Madrid Masters,Clay,8.0,0.75
2009,Dusseldorf,Clay,5.7,0.75
2009,Houston,Clay,7.7,0.75
2009,Hamburg,Clay,6.4,0.73
2009,Buenos Aires,Clay,3.6,0.73
2009,Munich,Clay,7.7,0.69
2009,Bastad,Clay,6.1,0.68
2009,Estoril,Clay,5.2,0.67
2009,Belgrade,Clay,7.3,0.64
2009,Vina del Mar,Clay,4.2,0.64
2009,Rome Masters,Clay,6.2,0.59
2009,Monte Carlo Masters,Clay,5.1,0.54
2010,Paris Masters,Hard,14.5,1.44
2010,Newport,Grass,14.4,1.42
2010,Tokyo,Hard,13.0,1.38
2010,Wimbledon,Grass,13.1,1.36
2010,Montpellier,Hard,12.7,1.36
2010,Bangkok,Hard,11.2,1.33
2010,Moscow,Hard,11.3,1.29
2010,Vienna,Hard,10.3,1.28
2010,Queen's Club,Grass,13.3,1.25
2010,Metz,Hard,11.6,1.25
2010,Marseille,Hard,14.9,1.25
2010,Johannesburg,Hard,12.3,1.24
2010,Zagreb,Hard,12.3,1.22
2010,Halle,Grass,12.0,1.22
2010,Dubai,Hard,10.8,1.22
2010,San Jose,Hard,13.9,1.22
2010,Tour Finals,Hard,12.4,1.15
2010,Cincinnati Masters,Hard,12.2,1.15
2010,Eastbourne,Grass,9.4,1.14
2010,Basel,Hard,11.6,1.14
2010,US Open,Hard,10.5,1.11
2010,Brisbane,Hard,12.5,1.11
2010,Memphis,Hard,15.8,1.1
2010,Atlanta,Hard,15.1,1.1
2010,s Hertogenbosch,Grass,10.3,1.09
2010,Delray Beach,Hard,13.7,1.09
2010,Costa Do Sauipe,Clay,7.1,1.08
2010,Sydney,Hard,12.0,1.07
2010,Beijing,Hard,11.4,1.07
2010,Stockholm,Hard,9.9,1.05
2010,Canada Masters,Hard,10.2,1.05
2010,St. Petersburg,Hard,7.9,1.0
2010,Australian Open,Hard,9.9,1.0
2010,Kuala Lumpur,Hard,8.5,0.99
2010,Shanghai Masters,Hard,9.3,0.99
2010,Washington,Hard,10.0,0.97
2010,Indian Wells Masters,Hard,10.5,0.97
2010,Auckland,Hard,10.2,0.97
2010,Rotterdam,Hard,9.7,0.95
2010,Miami Masters,Hard,9.9,0.94
2010,Stuttgart,Clay,7.7,0.94
2010,Hamburg,Clay,6.9,0.93
2010,New Haven,Hard,8.1,0.93
2010,Doha,Hard,9.3,0.92
2010,Valencia,Hard,7.7,0.92
2010,Santiago,Clay,6.7,0.92
2010,Nice,Clay,6.6,0.88
2010,Roland Garros,Clay,8.3,0.82
2010,Bastad,Clay,6.5,0.82
2010,Los Angeles,Hard,9.0,0.82
2010,Chennai,Hard,6.7,0.81
2010,Gstaad,Clay,8.7,0.8
2010,Acapulco,Clay,6.5,0.79
2010,Rome Masters,Clay,7.7,0.78
2010,Munich,Clay,7.4,0.76
2010,Madrid Masters,Clay,8.3,0.75
2010,Casablanca,Clay,5.7,0.74
2010,Houston,Clay,6.7,0.73
2010,Barcelona,Clay,7.2,0.72
2010,Buenos Aires,Clay,4.4,0.69
2010,Belgrade,Clay,9.3,0.69
2010,Dusseldorf,Clay,7.5,0.64
2010,Monte Carlo Masters,Clay,5.4,0.62
2010,Bucharest,Clay,3.4,0.55
2010,Estoril,Clay,3.5,0.51
2010,Umag,Clay,3.3,0.5
2011,Doha,Hard,12.6,1.54
2011,Halle,Grass,12.5,1.44
2011,Marseille,Hard,13.5,1.35
2011,San Jose,Hard,15.4,1.32
2011,Memphis,Hard,15.7,1.31
2011,Bangkok,Hard,9.4,1.28
2011,Queen's Club,Grass,12.4,1.26
2011,Rotterdam,Hard,14.0,1.26
2011,Wimbledon,Grass,11.8,1.26
2011,Johannesburg,Hard,15.3,1.25
2011,Zagreb,Hard,12.2,1.24
2011,Vienna,Hard,14.1,1.24
2011,Brisbane,Hard,13.2,1.21
2011,Winston-Salem,Hard,9.7,1.19
2011,Moscow,Hard,11.0,1.19
2011,Delray Beach,Hard,10.8,1.17
2011,Basel,Hard,9.0,1.15
2011,Australian Open,Hard,9.7,1.14
2011,Valencia,Hard,8.1,1.13
2011,Cincinnati Masters,Hard,11.4,1.11
2011,Sydney,Hard,9.8,1.11
2011,Tokyo,Hard,8.9,1.1
2011,Dubai,Hard,9.6,1.09
2011,Auckland,Hard,8.1,1.07
2011,Shanghai Masters,Hard,9.4,1.07
2011,s Hertogenbosch,Grass,8.3,1.07
2011,Newport,Grass,13.7,1.07
2011,Metz,Hard,11.8,1.06
2011,Washington,Hard,9.9,1.05
2011,Eastbourne,Grass,7.8,1.05
2011,Kuala Lumpur,Hard,7.5,1.04
2011,Santiago,Clay,4.9,1.04
2011,Miami Masters,Hard,9.1,1.04
2011,Canada Masters,Hard,10.6,1.01
2011,Gstaad,Clay,8.4,1.01
2011,Paris Masters,Hard,10.2,1.0
2011,Stuttgart,Clay,6.7,1.0
2011,Atlanta,Hard,11.3,1.0
2011,Tour Finals,Hard,9.3,1.0
2011,Beijing,Hard,11.3,0.99
2011,Costa Do Sauipe,Clay,6.2,0.98
2011,Stockholm,Hard,9.3,0.98
2011,US Open,Hard,8.5,0.95
2011,Indian Wells Masters,Hard,8.8,0.94
2011,Kitzbuhel,Clay,6.9,0.93
2011,Chennai,Hard,8.0,0.91
2011,Madrid Masters,Clay,8.1,0.87
2011,Munich,Clay,6.5,0.86
2011,Buenos Aires,Clay,4.5,0.84
2011,Roland Garros,Clay,6.8,0.83
2011,Hamburg,Clay,6.3,0.81
2011,Nice,Clay,7.0,0.78
2011,Acapulco,Clay,5.7,0.78
2011,Los Angeles,Hard,8.6,0.78
2011,Casablanca,Clay,4.7,0.77
2011,St. Petersburg,Hard,6.8,0.75
2011,Bucharest,Clay,4.0,0.73
2011,Estoril,Clay,5.6,0.67
2011,Rome Masters,Clay,5.9,0.67
2011,Houston,Clay,6.3,0.66
2011,Belgrade,Clay,4.8,0.65
2011,Barcelona,Clay,4.9,0.63
2011,Bastad,Clay,6.6,0.63
2011,Umag,Clay,5.0,0.61
2011,Monte Carlo Masters,Clay,5.1,0.61
2011,Dusseldorf,Clay,3.9,0.47
2012,Marseille,Hard,14.9,1.57
2012,Montpellier,Hard,15.5,1.56
2012,Washington,Hard,13.5,1.5
2012,Atlanta,Hard,15.5,1.35
2012,London Olympics,Grass,12.7,1.34
2012,Newport,Grass,12.6,1.33
2012,Sao Paulo,Clay,8.3,1.31
2012,Zagreb,Hard,12.1,1.3
2012,Wimbledon,Grass,11.5,1.27
2012,Chennai,Hard,11.7,1.26
2012,Stockholm,Hard,12.4,1.26
2012,Tokyo,Hard,10.7,1.21
2012,Basel,Hard,11.7,1.21
2012,Brisbane,Hard,10.7,1.2
2012,Winston-Salem,Hard,12.3,1.2
2012,Madrid Masters,Clay,10.6,1.19
2012,Cincinnati Masters,Hard,11.1,1.18
2012,Halle,Grass,10.6,1.18
2012,Paris Masters,Hard,11.6,1.17
2012,Dubai,Hard,12.8,1.17
2012,s Hertogenbosch,Grass,9.3,1.15
2012,Valencia,Hard,10.0,1.13
2012,Shanghai Masters,Hard,10.9,1.13
2012,Metz,Hard,12.4,1.12
2012,Queen's Club,Grass,11.3,1.11
2012,Beijing,Hard,10.2,1.09
2012,San Jose,Hard,12.5,1.08
2012,US Open,Hard,10.8,1.07
2012,Sydney,Hard,9.6,1.05
2012,Delray Beach,Hard,10.9,1.04
2012,Memphis,Hard,13.3,1.02
2012,Canada Masters,Hard,10.4,1.02
2012,Auckland,Hard,8.0,1.01
2012,Vienna,Hard,13.2,1.0
2012,Acapulco,Clay,6.0,1.0
2012,Los Angeles,Hard,6.9,0.96
2012,Eastbourne,Grass,7.1,0.96
2012,Doha,Hard,7.6,0.96
2012,Munich,Clay,9.0,0.95
2012,Stuttgart,Clay,7.3,0.94
2012,Miami Masters,Hard,8.2,0.91
2012,Tour Finals,Hard,9.3,0.91
2012,Indian Wells Masters,Hard,8.5,0.89
2012,Australian Open,Hard,8.1,0.89
2012,Barcelona,Clay,6.9,0.88
2012,Moscow,Hard,10.6,0.85
2012,Rotterdam,Hard,8.5,0.84
2012,Gstaad,Clay,9.0,0.83
2012,Belgrade,Clay,7.0,0.81
2012,Bangkok,Hard,7.4,0.81
2012,Roland Garros,Clay,7.1,0.8
2012,St. Petersburg,Hard,4.2,0.78
2012,Nice,Clay,7.0,0.77
2012,Kuala Lumpur,Hard,5.0,0.75
2012,Estoril,Clay,6.6,0.75
2012,Buenos Aires,Clay,4.6,0.74
2012,Casablanca,Clay,4.1,0.73
2012,Hamburg,Clay,5.4,0.71
2012,Houston,Clay,7.7,0.71
2012,Monte Carlo Masters,Clay,5.8,0.69
2012,Dusseldorf,Clay,7.0,0.67
2012,Santiago,Clay,3.4,0.65
2012,Kitzbuhel,Clay,5.7,0.65
2012,Bastad,Clay,5.1,0.64
2012,Rome Masters,Clay,5.2,0.62
2012,Umag,Clay,4.7,0.6
2012,Bucharest,Clay,5.5,0.59
2013,Atlanta,Hard,17.4,1.47
2013,Sao Paulo,Clay,9.7,1.44
2013,Brisbane,Hard,11.0,1.41
2013,Tokyo,Hard,14.5,1.36
2013,Marseille,Hard,13.5,1.36
2013,Shanghai Masters,Hard,13.1,1.34
2013,Wimbledon,Grass,12.9,1.29
2013,Gstaad,Clay,9.8,1.27
2013,Halle,Grass,10.4,1.26
2013,Rotterdam,Hard,11.0,1.19
2013,Queen's Club,Grass,13.3,1.19
2013,Tour Finals,Hard,9.6,1.18
2013,Sydney,Hard,11.4,1.18
2013,Vienna,Hard,11.9,1.18
2013,Washington,Hard,13.2,1.18
2013,Cincinnati Masters,Hard,11.9,1.18
2013,Paris Masters,Hard,12.2,1.18
2013,Chennai,Hard,8.7,1.16
2013,Winston-Salem,Hard,10.8,1.14
2013,Bangkok,Hard,13.3,1.13
2013,Santiago,Clay,6.8,1.12
2013,Valencia,Hard,10.1,1.12
2013,Eastbourne,Grass,10.8,1.11
2013,Australian Open,Hard,10.1,1.1
2013,Zagreb,Hard,9.7,1.09
2013,Montpellier,Hard,8.3,1.09
2013,s Hertogenbosch,Grass,8.8,1.09
2013,Auckland,Hard,11.3,1.08
2013,Basel,Hard,11.8,1.08
2013,St. Petersburg,Hard,8.1,1.07
2013,Memphis,Hard,12.3,1.05
2013,US Open,Hard,9.6,1.03
2013,San Jose,Hard,13.6,1.02
2013,Munich,Clay,9.8,0.99
2013,Stockholm,Hard,9.8,0.99
2013,Canada Masters,Hard,9.3,0.98
2013,Dubai,Hard,9.1,0.96
2013,Beijing,Hard,8.5,0.93
2013,Newport,Grass,14.5,0.92
2013,Stuttgart,Clay,7.1,0.92
2013,Miami Masters,Hard,8.8,0.91
2013,Kuala Lumpur,Hard,7.0,0.91
2013,Moscow,Hard,7.8,0.88
2013,Umag,Clay,6.7,0.88
2013,Metz,Hard,8.7,0.87
2013,Madrid Masters,Clay,7.3,0.87
2013,Delray Beach,Hard,10.5,0.86
2013,Kitzbuhel,Clay,6.9,0.84
2013,Bogota,Hard,8.1,0.83
2013,Indian Wells Masters,Hard,8.0,0.82
2013,Dusseldorf,Clay,7.1,0.82
2013,Rome Masters,Clay,7.7,0.81
2013,Doha,Hard,7.4,0.81
2013,Hamburg,Clay,6.6,0.76
2013,Roland Garros,Clay,6.8,0.76
2013,Acapulco,Clay,6.2,0.75
2013,Barcelona,Clay,6.8,0.72
2013,Bucharest,Clay,5.2,0.69
2013,Estoril,Clay,4.6,0.66
2013,Houston,Clay,9.8,0.65
2013,Monte Carlo Masters,Clay,5.9,0.64
2013,Casablanca,Clay,5.9,0.62
2013,Buenos Aires,Clay,5.2,0.62
2013,Bastad,Clay,5.2,0.61
2013,Nice,Clay,5.1,0.6
2014,Shenzhen,Hard,10.9,1.49
2014,Metz,Hard,12.5,1.37
2014,Bogota,Hard,15.2,1.37
2014,Wimbledon,Grass,13.2,1.35
2014,Shanghai Masters,Hard,13.0,1.34
2014,Halle,Grass,13.4,1.31
2014,Montpellier,Hard,12.4,1.29
2014,Eastbourne,Grass,12.9,1.29
2014,Sydney,Hard,11.5,1.27
2014,Marseille,Hard,14.6,1.26
2014,Queen's Club,Grass,14.2,1.26
2014,Vienna,Hard,12.5,1.26
2014,Washington,Hard,15.0,1.25
2014,Brisbane,Hard,14.4,1.23
2014,Newport,Grass,11.0,1.23
2014,Basel,Hard,14.6,1.2
2014,Sao Paulo,Clay,9.9,1.2
2014,Cincinnati Masters,Hard,11.0,1.17
2014,Stockholm,Hard,11.0,1.15
2014,Australian Open,Hard,10.5,1.12
2014,Moscow,Hard,9.3,1.12
2014,US Open,Hard,10.9,1.1
2014,Winston-Salem,Hard,11.8,1.1
2014,Rotterdam,Hard,12.0,1.08
2014,Bastad,Clay,6.6,1.07
2014,Zagreb,Hard,10.1,1.07
2014,Tokyo,Hard,11.5,1.06
2014,Valencia,Hard,8.4,1.05
2014,s Hertogenbosch,Grass,9.3,1.05
2014,Kuala Lumpur,Hard,9.3,1.04
2014,Vina del Mar,Clay,7.7,1.04
2014,Miami Masters,Hard,10.2,1.04
2014,Paris Masters,Hard,10.9,1.03
2014,Auckland,Hard,9.9,1.01
2014,Canada Masters,Hard,11.6,1.0
2014,Acapulco,Hard,11.3,0.98
2014,Memphis,Hard,11.2,0.94
2014,Madrid Masters,Clay,8.8,0.94
2014,Delray Beach,Hard,12.8,0.93
2014,Atlanta,Hard,12.1,0.9
2014,Indian Wells Masters,Hard,9.2,0.9
2014,Tour Finals,Hard,8.7,0.89
2014,Stuttgart,Clay,7.8,0.89
2014,Munich,Clay,7.4,0.87
2014,Doha,Hard,8.5,0.83
2014,Dubai,Hard,8.5,0.81
2014,Kitzbuhel,Clay,6.9,0.81
2014,Beijing,Hard,8.7,0.81
2014,Hamburg,Clay,5.9,0.79
2014,Dusseldorf,Clay,7.9,0.78
2014,Rio de Janeiro,Clay,5.6,0.77
2014,Gstaad,Clay,5.7,0.77
2014,Umag,Clay,7.2,0.76
2014,Nice,Clay,7.2,0.74
2014,Rome Masters,Clay,7.4,0.74
2014,Barcelona,Clay,6.5,0.72
2014,Roland Garros,Clay,7.1,0.71
2014,Houston,Clay,7.3,0.7
2014,Casablanca,Clay,5.0,0.68
2014,Chennai,Hard,5.7,0.65
2014,Buenos Aires,Clay,4.2,0.64
2014,Monte Carlo Masters,Clay,5.8,0.64
2014,Estoril,Clay,5.4,0.62
2014,Bucharest,Clay,5.4,0.51
2015,Vienna,Hard,15.7,1.39
2015,Atlanta,Hard,17.7,1.35
2015,Winston-Salem,Hard,14.0,1.33
2015,Stuttgart,Grass,14.0,1.32
2015,Sydney,Hard,15.2,1.32
2015,Montpellier,Hard,11.4,1.29
2015,Metz,Hard,13.9,1.28
2015,Marseille,Hard,11.3,1.28
2015,Queen's Club,Grass,16.5,1.27
2015,Newport,Grass,22.8,1.26
2015,Nottingham,Grass,11.5,1.21
2015,Auckland,Hard,11.4,1.21
2015,Brisbane,Hard,14.8,1.2
2015,Shenzhen,Hard,11.9,1.2
2015,Wimbledon,Grass,13.0,1.2
2015,Memphis,Hard,17.3,1.19
2015,Australian Open,Hard,12.5,1.19
2015,Rotterdam,Hard,12.0,1.19
2015,Bogota,Hard,17.1,1.18
2015,Halle,Grass,12.4,1.13
2015,Stockholm,Hard,11.8,1.13
2015,Washington,Hard,15.7,1.12
2015,US Open,Hard,11.4,1.1
2015,Canada Masters,Hard,12.2,1.08
2015,Moscow,Hard,8.9,1.08
2015,Zagreb,Hard,10.1,1.08
2015,s Hertogenbosch,Grass,10.6,1.06
2015,Doha,Hard,10.0,1.06
2015,Beijing,Hard,10.7,1.05
2015,Shanghai Masters,Hard,12.7,1.05
2015,Cincinnati Masters,Hard,12.2,1.05
2015,Sao Paulo,Clay,8.8,1.03
2015,Paris Masters,Hard,10.5,1.03
2015,Basel,Hard,12.2,1.02
2015,Munich,Clay,8.8,1.01
2015,Tokyo,Hard,11.1,1.0
2015,Indian Wells Masters,Hard,10.5,0.99
2015,St. Petersburg,Hard,9.9,0.98
2015,Tour Finals,Hard,8.0,0.96
2015,Kuala Lumpur,Hard,11.1,0.95
2015,Valencia,Hard,10.3,0.95
2015,Rome Masters,Clay,9.3,0.94
